MATCH_SCORE,MATCH_TIER,MATCH_CAPABILITY,MATCH_NAICS,MATCH_PSC,MATCH_CERT,MATCH_REASONS,MATCH_CAP,record_id,Source_Organization,Source_File,Source_Sheet,Processing_Date,Requirement Title,Requirement Description,Associated Program or Requirement Office,Anticipated Procurement Method,Anticipated Contract Type,Anticipated Procurement Instrument,Anticipated Solicitation FY,Anticipated Solicitation Quarter,Anticipated Award FY,Anticipated Award Quarter,Anticipated Period of Performance (Months),Anticipated NAICS Code,Anticipated PSC,Anticipated Place of Performance,Follow-on or New,Existing Contract Number,Incumbent Contractor,Contracting Office UIC,Contracting POC Name,Contracting POC Contact,Secondary POC Name,Secondary POC Contact,Anticipated Facilities Clearance,Anticipated Personnel Clearance,Anticipated Total Value (Millions),value_min_millions,value_max_millions,value_source,value_confidence,Comments,PALT Code,Sub PALT Code,qc_fy_unparsed,qc_qtr_unparsed,qc_value_open_ended,qc_value_missing,qc_uic_suspect,id,title,description,work_type,agency,source_org,naics,psc,set_aside,required_clearance,rfp_fy,rfp_quarter,award_fy,award_quarter,place_of_performance,follow_on,incumbent,contracting_office,est_value_min,est_value_max,anticipated_value
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,474c83716fa83c34,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS Wheeler Re-Compete OPHIRE (C),,DSM-PM3 - DSM-PM3 - MSC,,Fixed-Price,,2023,Q2,2025,Q3,,483111 - Deep Sea Freight Transportation,V124 - TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MARINE CHARTER,"Norfolk, VA",New,,,N32205 - MSC,"Oberg, Kurt",kurt.j.oberg.civ@us.navy.mil,"Folaron, Sean",sean.folaron@navy.mil,TBD,TBD,28.75,7.5,50.0,explicit_range,range_midpoint,,K-C - Contract - Competitive,,False,False,False,False,False,474c83716fa83c34,USNS Wheeler Re-Compete OPHIRE (C),nan,nan,DSM-PM3 - DSM-PM3 - MSC,MSC,483111,V124,nan,TBD,2023,Q2,2025,Q3,"Norfolk, VA",New,nan,N32205 - MSC,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,8c324ed9e5689d46,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,MERCY FEB 2025 VR GROWTH (C),,DSM-PM4 - DSM-PM4 - MSC,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),2025,Q2,2025,Q3,,336611 - Ship Building and Repairing,TBD - TBD,"San Diego, CA",New,,,N40443 -,"DAVENPORT, JAMES",james.r.davenport60.civ@us.navy.mil,"DAVENPORT, JAMES",james.r.davenport60.civ@us.navy.mil,Unclassified,Unclassified,,0.0,2.0,open_ended_below,open_ended,,ORD-BAS - Order - Basic,,False,False,True,False,False,8c324ed9e5689d46,MERCY FEB 2025 VR GROWTH (C),nan,nan,DSM-PM4 - DSM-PM4 - MSC,MSC,336611,TBD,Full and Open Competition,Unclassified,2025,Q2,2025,Q3,"San Diego, CA",New,nan,N40443 -,0.0,2.0,0.0
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,bcb62fef5553fc34,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,FCB25-013 Bridge Window Upgrade (C),FCB25-013 Bridge Window Upgrade,DSM-PM4 - DSM-PM4 - MSC,Full and Open Competition,,,TBD,TBD,2025,Q3,,TBD - TBD,TBD - TBD,Guam,TBD,,,N40446 -,"San Gil, Amber",amber.m.sangil.civ@us.navy.mil,"Cortez, Christina",christina.m.cortez4.civ@us.navy.mil,TBD,TBD,,0.0,2.0,open_ended_below,open_ended,,,,False,False,True,False,False,bcb62fef5553fc34,FCB25-013 Bridge Window Upgrade (C),FCB25-013 Bridge Window Upgrade,FCB25-013 Bridge Window Upgrade,DSM-PM4 - DSM-PM4 - MSC,MSC,TBD,TBD,Full and Open Competition,TBD,TBD,TBD,2025,Q3,Guam,TBD,nan,N40446 -,0.0,2.0,0.0
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,0db1faed840d50d6,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,REB AKE 4 ROH Q2 FY26 (C),,DSM-PM6 - DSM-PM6 - MSC,,Fixed-Price,"""C"" Type Contract",TBD,TBD,2025,Q3,,TBD - TBD,TBD - TBD,"Norfolk, VA",New,,,N32205 - MSC,"Ruhling, Edward",edward.v.ruhling.civ@us.navy.mil,"SWIFT, DARIUS",darius.swift.civ@us.navy.mil,Unclassified,Unclassified,28.75,7.5,50.0,explicit_range,range_midpoint,,SIM-ACQ - Simplified Acquisition,,False,False,False,False,False,0db1faed840d50d6,REB AKE 4 ROH Q2 FY26 (C),nan,nan,DSM-PM6 - DSM-PM6 - MSC,MSC,TBD,TBD,nan,Unclassified,TBD,TBD,2025,Q3,"Norfolk, VA",New,nan,N32205 - MSC,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,af0d2e5248cba186,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,REP-25-001 - REP MTA 2025 (C),,DSM-PM6 - DSM-PM6 - MSC,,Fixed-Price,"""C"" Type Contract",2025,Q2,2025,Q3,,336611 - Ship Building and Repairing,J998 - NON-NUCLEAR SHIP REPAIR (EAST),"Norfolk, VA",New,,,N32205 - MSC,"Ruhling, Edward",edward.v.ruhling.civ@us.navy.mil,"Alvey, Cameron",cameron.s.alvey.civ@us.navy.mil,Unclassified,Unclassified,28.75,7.5,50.0,explicit_range,range_midpoint,,K-C - Contract - Competitive,,False,False,False,False,False,af0d2e5248cba186,REP-25-001 - REP MTA 2025 (C),nan,nan,DSM-PM6 - DSM-PM6 - MSC,MSC,336611,J998,nan,Unclassified,2025,Q2,2025,Q3,"Norfolk, VA",New,nan,N32205 - MSC,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,fa64e4b2f93753ea,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS POINT LOMA PDA N29798-5134-4003 ERP 1301256287 (C),,DSM-PM8 - DSM-PM8 - MSC,Full and Open Competition,Fixed-Price,Single-Award Indefinite-Delivery,2025,Q3,2025,Q3,1,336611 - Ship Building and Repairing,J998 - NON-NUCLEAR SHIP REPAIR (EAST),"Norfolk, VA",New,,,N32205 - MSC,"Morris, Maria",maria.morris1@navy.mil,"Greene, James",james.e.greene@navy.mil,Unclassified,Unclassified,,0.0,2.0,open_ended_below,open_ended,,ORD-BAS - Order - Basic,,False,False,True,False,False,fa64e4b2f93753ea,USNS POINT LOMA PDA N29798-5134-4003 ERP 1301256287 (C),nan,nan,DSM-PM8 - DSM-PM8 - MSC,MSC,336611,J998,Full and Open Competition,Unclassified,2025,Q3,2025,Q3,"Norfolk, VA",New,nan,N32205 - MSC,0.0,2.0,0.0
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,2d1bb365f1a63d31,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS Spearhead Equipment Harvesting,,DSM-PM8 - DSM-PM8 - MSC,,Fixed-Price,"""C"" Type Contract",TBD,TBD,2025,Q3,,336611 - Ship Building and Repairing,J999 - NON-NUCLEAR SHIP REPAIR (WEST),"Norfolk, VA",TBD,,,N32205 - MSC,,,,,Unclassified,Unclassified,,0.0,2.0,open_ended_below,open_ended,,,,False,False,True,False,False,2d1bb365f1a63d31,USNS Spearhead Equipment Harvesting,nan,nan,DSM-PM8 - DSM-PM8 - MSC,MSC,336611,J999,nan,Unclassified,TBD,TBD,2025,Q3,"Norfolk, VA",TBD,nan,N32205 - MSC,0.0,2.0,0.0
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,2f6ce0aee08eb10a,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,UPDATED Cluster #1 (Northeast) FY25 MAC Layberth N2978850424002  ERP 1301228591 (C),,DSM-PM8 - DSM-PM8 - MSC,Small Business Set-Aside,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),2025,Q3,2025,Q3,12,488310 - Port and Harbor Operations,M2CA - SHIP HUSBANDING SERVICES MANAGEMENT/INTEGRATION SERVICE,"Norfolk, VA",New,,,N32205 - MSC,"Jenkins, Alvinia R.",alvinia.r.jenkins.civ@us.navy.mil,"BLIZZARD, JAMIEL",jamiel.n.blizzard@navy.mil,Unclassified,Unclassified,75.0,50.0,100.0,explicit_range,range_midpoint,,ORD-MAC - Order - Multiple Award,,False,False,False,False,False,2f6ce0aee08eb10a,UPDATED Cluster #1 (Northeast) FY25 MAC Layberth N2978850424002  ERP 1301228591 (C),nan,nan,DSM-PM8 - DSM-PM8 - MSC,MSC,488310,M2CA,Small Business Set-Aside,Unclassified,2025,Q3,2025,Q3,"Norfolk, VA",New,nan,N32205 - MSC,50.0,100.0,75.0
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,58b980e251002ee7,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS FALL RIVER DEACT 2025-PR ERP 1301213649  DMS PUR# 10005867985 (C),,DSM-PM8 - DSM-PM8 - MSC,Full and Open Competition,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,2025,Q3,2,336611 - Ship Building and Repairing,J999 - NON-NUCLEAR SHIP REPAIR (WEST),"JBPHH, HI, USA",TBD,,,N40443 -,"Muhlethaler, Thomas",thomas.muhlethaler@navy.mil,,,TBD,TBD,4.75,2.0,7.5,explicit_range,range_midpoint,,ORD-BAS - Order - Basic,,False,False,False,False,False,58b980e251002ee7,USNS FALL RIVER DEACT 2025-PR ERP 1301213649  DMS PUR# 10005867985 (C),nan,nan,DSM-PM8 - DSM-PM8 - MSC,MSC,336611,J999,Full and Open Competition,TBD,TBD,TBD,2025,Q3,"JBPHH, HI, USA",TBD,nan,N40443 -,2.0,7.5,4.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,373ac1073dc22fb6,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,Worldwide Oil Supply (Lube Oil COmmodities) (C),,DMO-N7 - DMO-N7 - MSC,Full and Open Competition,Fixed-Price,"""C"" Type Contract",2024,Q3,2025,Q4,,324191 - Petroleum Lubricating Oil and Grease Manufacturing,"9150 - OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC","Norfolk, VA",Follow-on,N3220519D7000,EXXON MOBIL CORPORATION,N32205 - MSC,"HORNER, ELIJAH G.",Elijah.horner1@navy.mil,"Principe, Vinnie",vinnie.m.principe.civ@us.navy.mil,Unclassified,Unclassified,625.0,250.0,1000.0,explicit_range,range_midpoint,,K-C - Contract - Competitive,,False,False,False,False,False,373ac1073dc22fb6,Worldwide Oil Supply (Lube Oil COmmodities) (C),nan,nan,DMO-N7 - DMO-N7 - MSC,MSC,324191,9150,Full and Open Competition,Unclassified,2024,Q3,2025,Q4,"Norfolk, VA",Follow-on,EXXON MOBIL CORPORATION,N32205 - MSC,250.0,1000.0,625.0
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,afca5b91dd6b8631,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS ROBERT E SIMANEK (ESB-7) AUG 2025 VR PERIOD FCT OEM SUPPORT (C),,DMO-N7 - DMO-N7 - MSC,8(a) Competitive,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),TBD,TBD,2025,Q4,1,336611 - Ship Building and Repairing,J998 - NON-NUCLEAR SHIP REPAIR (EAST),"Norfolk, VA",New,,,N32205 - MSC,"Morris, Maria",maria.morris1@navy.mil,"Dickson, Molly",molly.dickson@navy.mil,Unclassified,Unclassified,,0.0,2.0,open_ended_below,open_ended,,ORD-MAC - Order - Multiple Award,,False,False,True,False,False,afca5b91dd6b8631,USNS ROBERT E SIMANEK (ESB-7) AUG 2025 VR PERIOD FCT OEM SUPPORT (C),nan,nan,DMO-N7 - DMO-N7 - MSC,MSC,336611,J998,8(a) Competitive,Unclassified,TBD,TBD,2025,Q4,"Norfolk, VA",New,nan,N32205 - MSC,0.0,2.0,0.0
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,a53fb42d35986d02,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS COMFORT 4th QTR FY25 VRA (C),,DMO-N7 - DMO-N7 - MSC,Small Business Set-Aside,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),2025,Q3,2025,Q4,2,336611 - Ship Building and Repairing,J998 - NON-NUCLEAR SHIP REPAIR (EAST),"Norfolk, VA",New,,,N32205 - MSC,"Morris, Maria",maria.morris1@navy.mil,"Lanzarotta, Anthony",anthony.j.lanzarotta5.civ@us.navy.mil,Unclassified,Unclassified,,,,missing,missing,,ORD-MAC - Order - Multiple Award,,False,False,False,True,False,a53fb42d35986d02,USNS COMFORT 4th QTR FY25 VRA (C),nan,nan,DMO-N7 - DMO-N7 - MSC,MSC,336611,J998,Small Business Set-Aside,Unclassified,2025,Q3,2025,Q4,"Norfolk, VA",New,nan,N32205 - MSC,0.0,0.0,0.0
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,84bfcc19e63c0c7c,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS JOHN LEWIS FY25 ROH (C),,DSM-PM1 - DSM-PM1 - MSC,,,,TBD,TBD,2025,Q4,,TBD - TBD,TBD - TBD,"Norfolk, VA",TBD,,,N32205 - MSC,"Johns, Christopher",christopher.m.johns6.civ@us.navy.mil,,,TBD,TBD,28.75,7.5,50.0,explicit_range,range_midpoint,,,,False,False,False,False,False,84bfcc19e63c0c7c,USNS JOHN LEWIS FY25 ROH (C),nan,nan,DSM-PM1 - DSM-PM1 - MSC,MSC,TBD,TBD,nan,TBD,TBD,TBD,2025,Q4,"Norfolk, VA",TBD,nan,N32205 - MSC,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,ffe5ea68ad6a911d,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,FY26 EARL WARREN MTA (C),,DSM-PM1 - DSM-PM1 - MSC,,,,TBD,TBD,2025,Q4,,TBD - TBD,TBD - TBD,"Norfolk, VA",TBD,,,N32205 - MSC,"Johns, Christopher",christopher.m.johns6.civ@us.navy.mil,,,TBD,TBD,28.75,7.5,50.0,explicit_range,range_midpoint,,,,False,False,False,False,False,ffe5ea68ad6a911d,FY26 EARL WARREN MTA (C),nan,nan,DSM-PM1 - DSM-PM1 - MSC,MSC,TBD,TBD,nan,TBD,TBD,TBD,2025,Q4,"Norfolk, VA",TBD,nan,N32205 - MSC,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,496ae84d58d7f4d2,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,BIG HORN DEACT (C),BIG HORN DEACT,DSM-PM1 - DSM-PM1 - MSC,Full and Open Competition,Fixed-Price,"""C"" Type Contract",TBD,TBD,2025,Q4,,TBD - TBD,TBD - TBD,"Mobile, AL",New,,,N32205 - MSC,"Ward, Christopher",christopher.s.ward1.civ@us.navy.mil,"Krauze, Marcin",marcin.krauze.civ@us.navy.mil,TBD,TBD,4.75,2.0,7.5,explicit_range,range_midpoint,,,,False,False,False,False,False,496ae84d58d7f4d2,BIG HORN DEACT (C),BIG HORN DEACT,BIG HORN DEACT,DSM-PM1 - DSM-PM1 - MSC,MSC,TBD,TBD,Full and Open Competition,TBD,TBD,TBD,2025,Q4,"Mobile, AL",New,nan,N32205 - MSC,2.0,7.5,4.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,c85e6d14f4204fae,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS ROBERT E SIMANEK (T-ESB 7)  PSA (C),,DSM-PM3 - DSM-PM3 - MSC,Full and Open Competition,Fixed-Price,"""C"" Type Contract",2025,Q2,2025,Q4,,336611 - Ship Building and Repairing,TBD - TBD,"Norfolk, VA",New,,,N32205 - MSC,"Ward, Christopher",christopher.s.ward1.civ@us.navy.mil,"Keller, Ian L.",ian.keller@navy.mil,Unclassified,Unclassified,28.75,7.5,50.0,explicit_range,range_midpoint,,K-C - Contract - Competitive,,False,False,False,False,False,c85e6d14f4204fae,USNS ROBERT E SIMANEK (T-ESB 7)  PSA (C),nan,nan,DSM-PM3 - DSM-PM3 - MSC,MSC,336611,TBD,Full and Open Competition,Unclassified,2025,Q2,2025,Q4,"Norfolk, VA",New,nan,N32205 - MSC,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,6b4410b565b70436,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,FCB26-001 USS Frank Cable (As-40) MTA (C),,DSM-PM4 - DSM-PM4 - MSC,Full and Open Competition,Fixed-Price,Single-Award Indefinite-Delivery,2025,Q2,2025,Q4,5,336611 - Ship Building and Repairing,J999 - NON-NUCLEAR SHIP REPAIR (WEST),Guam,New,,,N40446 -,"Cortez, Christina",christina.m.cortez4.civ@us.navy.mil,"Cortez, Christina",christina.m.cortez4.civ@us.navy.mil,Unclassified,Unclassified,28.75,7.5,50.0,explicit_range,range_midpoint,,ORD-MAC - Order - Multiple Award,,False,False,False,False,False,6b4410b565b70436,FCB26-001 USS Frank Cable (As-40) MTA (C),nan,nan,DSM-PM4 - DSM-PM4 - MSC,MSC,336611,J999,Full and Open Competition,Unclassified,2025,Q2,2025,Q4,Guam,New,nan,N40446 -,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,84943b5336702e95,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,ARC AOE 8 MTA Q3/FY26 (C),,DSM-PM6 - DSM-PM6 - MSC,,,,TBD,TBD,2025,Q4,,TBD - TBD,TBD - TBD,"Norfolk, VA",TBD,,,N32205 - MSC,"Ruhling, Edward",edward.v.ruhling.civ@us.navy.mil,,,TBD,TBD,28.75,7.5,50.0,explicit_range,range_midpoint,,,,False,False,False,False,False,84943b5336702e95,ARC AOE 8 MTA Q3/FY26 (C),nan,nan,DSM-PM6 - DSM-PM6 - MSC,MSC,TBD,TBD,nan,TBD,TBD,TBD,2025,Q4,"Norfolk, VA",TBD,nan,N32205 - MSC,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,f71240003468f3ab,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,WMC-MTA-FY25 (C),,DSM-PM6 - DSM-PM6 - MSC,,Fixed-Price,"""C"" Type Contract",2025,Q3,2025,Q4,2,336611 - Ship Building and Repairing,J998 - NON-NUCLEAR SHIP REPAIR (EAST),"Norfolk, VA",New,,,N32205 - MSC,"Ruhling, Edward",edward.v.ruhling.civ@us.navy.mil,"GUEVARA, CHRISTINA",christina.a.guevara.civ@us.navy.mil,Unclassified,Unclassified,4.75,2.0,7.5,explicit_range,range_midpoint,,K-C - Contract - Competitive,,False,False,False,False,False,f71240003468f3ab,WMC-MTA-FY25 (C),nan,nan,DSM-PM6 - DSM-PM6 - MSC,MSC,336611,J998,nan,Unclassified,2025,Q3,2025,Q4,"Norfolk, VA",New,nan,N32205 - MSC,2.0,7.5,4.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,c9f966c40bf09e60,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS MATTHEW PERRY Force Generation Risk Reduction (C),,DSM-PM6 - DSM-PM6 - MSC,,Fixed-Price,"""C"" Type Contract",2025,Q3,2025,Q4,12,336611 - Ship Building and Repairing,J999 - NON-NUCLEAR SHIP REPAIR (WEST),"Norfolk, VA",New,,,N32205 - MSC,"Finke, Damian",damian.w.finke.civ@us.navy.mil,"Parker, James",james.parker5@navy.mil,Unclassified,Unclassified,28.75,7.5,50.0,explicit_range,range_midpoint,,K-C - Contract - Competitive,,False,False,False,False,False,c9f966c40bf09e60,USNS MATTHEW PERRY Force Generation Risk Reduction (C),nan,nan,DSM-PM6 - DSM-PM6 - MSC,MSC,336611,J999,nan,Unclassified,2025,Q3,2025,Q4,"Norfolk, VA",New,nan,N32205 - MSC,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,df30ed55cd91545a,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS CARSON CITY September 2025 VRA (C),,DSM-PM8 - DSM-PM8 - MSC,Full and Open Competition,Fixed-Price,Single-Award Indefinite-Delivery,2025,Q3,2025,Q4,2,336611 - Ship Building and Repairing,J998 - NON-NUCLEAR SHIP REPAIR (EAST),"Norfolk, VA",New,,,N32205 - MSC,"Morris, Maria",maria.morris1@navy.mil,"East, Heather",heather.east@navy.mil,Unclassified,Unclassified,,0.0,2.0,open_ended_below,open_ended,,ORD-BAS - Order - Basic,,False,False,True,False,False,df30ed55cd91545a,USNS CARSON CITY September 2025 VRA (C),nan,nan,DSM-PM8 - DSM-PM8 - MSC,MSC,336611,J998,Full and Open Competition,Unclassified,2025,Q3,2025,Q4,"Norfolk, VA",New,nan,N32205 - MSC,0.0,2.0,0.0
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,6ebb5a7818322400,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS Newport FY25 LONG VRA (C),,DSM-PM8 - DSM-PM8 - MSC,,Fixed-Price,Delivery Order/Task Order (not under Federal Supply Schedule Contract),2025,Q2,2025,Q4,3,336611 - Ship Building and Repairing,J998 - NON-NUCLEAR SHIP REPAIR (EAST),"Norfolk, VA",New,,,N32205 - MSC,"Morris, Maria",maria.morris1@navy.mil,"Lanzarotta, Anthony",anthony.j.lanzarotta5.civ@us.navy.mil,Unclassified,Unclassified,4.75,2.0,7.5,explicit_range,range_midpoint,,ORD-MAC - Order - Multiple Award,,False,False,False,False,False,6ebb5a7818322400,USNS Newport FY25 LONG VRA (C),nan,nan,DSM-PM8 - DSM-PM8 - MSC,MSC,336611,J998,nan,Unclassified,2025,Q2,2025,Q4,"Norfolk, VA",New,nan,N32205 - MSC,2.0,7.5,4.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,a0a02427b8cdbc53,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS Robert F. Kennedy FY26 PSA (C),Robert F. Kennedy FY26 PSA,DSM-PM1 - DSM-PM1 - MSC,Full and Open Competition,,,TBD,TBD,2026,Q1,,TBD - TBD,TBD - TBD,"Norfolk, VA",TBD,,,N32205 - MSC,"Ward, Christopher",christopher.s.ward1.civ@us.navy.mil,"Jones, Jeffrey D.",jeffrey.d.jones156.civ@us.navy.mil,TBD,TBD,28.75,7.5,50.0,explicit_range,range_midpoint,,,,False,False,False,False,False,a0a02427b8cdbc53,USNS Robert F. Kennedy FY26 PSA (C),Robert F. Kennedy FY26 PSA,Robert F. Kennedy FY26 PSA,DSM-PM1 - DSM-PM1 - MSC,MSC,TBD,TBD,Full and Open Competition,TBD,TBD,TBD,2026,Q1,"Norfolk, VA",TBD,nan,N32205 - MSC,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,b2644e7fb2560d42,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS GRASP T-ARS 51 - MTA (C),,DSM-PM4 - DSM-PM4 - MSC,,Fixed-Price,"""C"" Type Contract",2025,Q3,2026,Q1,,336611 - Ship Building and Repairing,J999 - NON-NUCLEAR SHIP REPAIR (WEST),"Norfolk, VA",New,,,N32205 - MSC,"Gardner, Raymond",raymond.f.gardner.civ@us.navy.mil,"YARBROUGH, EDWARD B.",edward.b.yarbrough.civ@us.navy.mil,Unclassified,Unclassified,28.75,7.5,50.0,explicit_range,range_midpoint,,K-C - Contract - Competitive,,False,False,False,False,False,b2644e7fb2560d42,USNS GRASP T-ARS 51 - MTA (C),nan,nan,DSM-PM4 - DSM-PM4 - MSC,MSC,336611,J999,nan,Unclassified,2025,Q3,2026,Q1,"Norfolk, VA",New,nan,N32205 - MSC,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,dc85dc2d1a8e800d,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS MERCY T-AH19 - ROHDD - FY26 Q2 (C),,DSM-PM4 - DSM-PM4 - MSC,Full and Open Competition,Fixed-Price,"""C"" Type Contract",2025,Q4,2026,Q1,6,336611 - Ship Building and Repairing,J999 - NON-NUCLEAR SHIP REPAIR (WEST),"Norfolk, VA",New,,,N32205 - MSC,"Gardner, Raymond",raymond.f.gardner.civ@us.navy.mil,"Brackett, Benjamin",benjamin.brackett1@navy.mil,Unclassified,Unclassified,28.75,7.5,50.0,explicit_range,range_midpoint,,K-C - Contract - Competitive,,False,False,False,False,False,dc85dc2d1a8e800d,USNS MERCY T-AH19 - ROHDD - FY26 Q2 (C),nan,nan,DSM-PM4 - DSM-PM4 - MSC,MSC,336611,J999,Full and Open Competition,Unclassified,2025,Q4,2026,Q1,"Norfolk, VA",New,nan,N32205 - MSC,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,45453922f3d81666,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,USNS Washington Chambers FY26 ROH/DD (C),,DSM-PM6 - DSM-PM6 - MSC,Full and Open Competition,Fixed-Price,Purchase Order,2025,Q3,2026,Q1,3,TBD - TBD,TBD - TBD,"Norfolk, VA",New,,,N32205 - MSC,"Ruhling, Edward",edward.v.ruhling.civ@us.navy.mil,"Sivertson, Grant",grant.t.sivertson.civ@us.navy.mil,Unclassified,Unclassified,28.75,7.5,50.0,explicit_range,range_midpoint,,K-C - Contract - Competitive,,False,False,False,False,False,45453922f3d81666,USNS Washington Chambers FY26 ROH/DD (C),nan,nan,DSM-PM6 - DSM-PM6 - MSC,MSC,TBD,TBD,Full and Open Competition,Unclassified,2025,Q3,2026,Q1,"Norfolk, VA",New,nan,N32205 - MSC,7.5,50.0,28.75
0.05,Ignore,0.0,0.0,0.0,1.0,,1.0,1ab9cdb6827cd69e,MSC,MSC_LRAEJune202025_processed_20250826_0917.tsv,LRAE June 2025,2025-08-26 09:17,MSC AFFF 5 Year Storage Contract (C),,DMO-N7 - DMO-N7 - MSC,,Fixed-Price,Purchase Order,2025,Q4,2026,Q2,72,TBD - TBD,TBD - TBD,"Norfolk, VA",Follow-on,N3220525P2225,CARROLL TRUCKING INC,N32205 - MSC,"Hale, Tommy",tommy.a.hale.civ@us.navy.mil,"CUNNINGHAM, TORIE",torie.m.cunningham.civ@us.navy.mil,Unclassified,Unclassified,,0.0,2.0,open_ended_below,open_ended,,SIM-ACQ - Simplified Acquisition,,False,False,True,False,False,1ab9cdb6827cd69e,MSC AFFF 5 Year Storage Contract (C),nan,nan,DMO-N7 - DMO-N7 - MSC,MSC,TBD,TBD,nan,Unclassified,2025,Q4,2026,Q2,"Norfolk, VA",Follow-on,CARROLL TRUCKING INC,N32205 - MSC,0.0,2.0,0.0
